pupilid,wordscore,sentscore,letterscore,spellscore,additions_score,substractions_score,multiplications_score
6951024,14,3,0,1,6,5,2
6951026,18,1,45,4,5,5,3
6951027,8,0,0,0,4,4,1
6951028,18,2,68,6,5,5,0
6951029,10,30,26,6,4,3,1
6951030,8,0,15,2,6,3,3
6951031,0,1,5,0,2,0,0
6951032,0,8,28,0,7,4,0
6951033,10,1,9,0,2,2,0
6951034,0,0,7,1,3,3,0
6951035,6,0,20,2,5,1,0
6951037,18,0,33,1,4,5,3
6951038,24,9,31,7,4,1,1
6951039,5,0,23,4,7,4,1
6951040,4,11,37,4,4,2,1
6951041,6,0,25,3,4,3,0
6951042,0,10,25,3,4,3,0
6951044,1,1,19,5,4,4,0
6951045,20,4,28,6,4,4,0
6951046,4,3,7,0,2,1,0
6951049,8,0,64,5,7,5,3
6951050,2,0,36,2,3,3,0
6951051,0,4,38,1,4,2,0
6951052,0,0,33,3,2,1,0
6951053,0,4,15,0,5,3,0
6951055,12,6,51,2,2,3,0
6951056,10,9,32,8,3,5,2
6951057,14,0,32,2,7,5,2
6951058,0,0,35,1,4,1,0
6951059,13,3,23,5,8,4,3
6951060,18,9,58,8,5,3,3
6951061,5,1,46,8,6,5,3
6951062,0,0,37,1,5,0,0
6951063,1,1,40,5,4,4,0
6951065,0,3,22,1,6,3,2
6951066,0,0,31,0,4,3,0
6951068,4,0,65,4,4,3,0
6951069,0,0,0,0,6,5,0
6951071,6,0,62,9,4,6,0
6951073,14,10,43,8,6,5,0
6951074,14,4,31,3,4,4,0
6991001,8,0,50,3,1,3,0
6991002,19,27,43,9,8,4,1
6991003,0,2,49,2,5,5,3
6991004,14,9,45,3,6,6,3
6991005,0,0,44,0,5,3,3
6991006,24,7,56,9,4,5,3
6991007,15,12,44,8,4,6,3
6991008,0,0,13,0,5,5,0
6991010,10,0,59,6,6,5,0
6991011,0,4,69,6,7,5,0
6991012,0,0,65,0,5,5,0
6991014,0,2,62,1,6,6,2
6991015,6,0,40,2,4,3,3
6991016,10,9,64,5,5,5,2
6991017,0,0,5,0,5,1,0
6991019,14,0,39,4,5,5,2
6991020,22,10,52,9,7,6,1
6991021,0,2,8,0,5,5,0
6991022,12,1,55,9,4,4,0
6991023,4,0,41,0,7,6,2
6991024,20,3,49,7,5,5,3
6991025,0,1,16,1,5,5,1
6991026,0,7,40,3,8,6,1
6991027,2,0,34,0,3,5,3
6991028,24,9,65,9,5,5,3
6991029,0,0,59,2,5,4,0
6991030,2,4,11,0,6,3,0
6991031,24,8,54,9,4,4,2
6991032,0,0,22,0,3,0,0
6991033,24,32,64,8,4,5,0
6991034,0,1,12,1,6,1,0
6991035,24,11,70,10,7,6,0
6991036,4,0,28,1,3,3,0
6991037,2,0,17,2,4,5,2
6991038,16,16,29,0,6,6,2
6991039,18,30,54,9,5,6,2
6991040,0,0,38,0,6,1,0
6991041,18,16,44,7,5,3,0
6991042,20,7,59,9,6,4,2
6991043,0,3,69,6,4,0,1
6991044,22,34,69,7,4,4,1
6991045,22,14,64,9,5,5,3
6991046,10,2,25,3,5,5,0
6991047,20,11,50,6,5,4,1
6991048,4,0,39,1,5,5,0
6991049,20,4,49,3,6,6,2
6991050,20,13,57,8,6,4,5
6991051,22,21,54,9,5,5,3
6991053,23,28,50,8,5,6,0
6991054,22,34,63,9,9,5,3
6991055,18,11,68,9,8,5,1
7081002,0,0,36,4,7,5,5
7081003,4,0,28,3,5,5,0
7081004,3,0,13,1,5,5,0
7081005,18,32,70,9,8,6,5
7081007,6,0,0,0,1,0,0
7081008,4,2,38,0,4,2,2
7081009,24,36,59,10,8,5,4
7081011,24,32,70,7,5,6,2
7081014,0,4,31,2,1,1,0
7081018,24,30,66,10,5,5,3
7081019,0,18,0,2,4,6,3
7081020,10,1,42,4,4,3,0
7081023,0,14,42,3,9,5,3
7081025,4,0,69,7,7,1,1
7081026,6,7,24,0,2,2,0
7081028,4,0,42,5,4,2,0
7081029,22,34,70,10,5,5,2
7081030,22,26,69,10,9,6,4
7081031,22,34,70,10,7,5,3
7081034,14,0,67,6,7,1,0
7081035,4,0,57,3,4,6,3
7081036,22,34,65,9,8,6,3
7081037,10,0,69,2,5,6,2
7081038,0,6,9,4,4,3,2
7081039,24,28,67,10,8,5,4
7081040,4,1,40,5,8,6,2
7081041,20,34,70,10,8,7,6
7081043,14,0,43,3,8,6,3
7081046,16,5,44,8,7,5,2
7081047,4,6,48,0,3,4,3
7081048,16,0,57,8,5,6,2
7081049,6,2,70,6,9,6,2
7081050,14,18,7,5,5,6,0
7081051,16,34,69,10,8,6,3
7081052,4,0,32,1,3,4,0
7081053,10,0,64,9,7,4,4
7081054,24,20,70,6,5,5,3
7081055,24,36,69,9,7,5,5
7081056,22,20,69,10,6,6,4
7081059,24,18,70,10,5,7,2
7081060,12,4,68,6,3,3,0
7081061,24,26,70,9,8,6,4
7081063,0,4,42,0,3,0,0
7081064,22,30,54,8,7,6,3
7081065,6,6,11,0,4,6,0
7081067,0,4,33,1,5,5,2
7081068,24,24,69,10,5,6,2
7081071,0,4,27,0,5,4,3
7081072,20,26,60,10,8,6,4
7081073,22,38,70,10,8,6,5
7081074,8,10,8,0,3,1,0
7081076,0,0,0,0,0,0,0
7081079,0,6,46,0,6,5,1
7081081,2,9,67,8,6,6,3
7081082,0,2,5,0,4,5,0
7081083,4,0,23,1,3,3,0
7091001,22,9,29,9,5,2,0
7091002,10,1,26,2,8,6,3
7091003,6,0,23,3,8,5,3
7091005,19,4,43,6,1,1,0
7091006,22,20,52,8,6,5,0
7091007,8,0,30,3,5,4,0
7091008,0,6,25,1,4,3,0
7091010,24,22,50,10,4,5,2
7091012,4,9,27,4,3,3,0
7091014,12,5,21,2,6,4,0
7091015,0,6,8,0,3,3,0
7091016,10,2,5,0,0,0,0
7091017,2,3,0,0,0,0,0
7091018,10,6,8,0,4,5,0
7091019,0,0,0,0,0,0,0
7091020,0,0,0,0,1,1,0
7091023,0,0,17,0,0,0,0
7091025,0,6,21,2,1,5,2
7091026,22,0,23,5,3,5,2
7091027,20,5,24,8,5,4,0
7091028,6,0,0,1,4,5,0
7091029,0,0,43,3,2,3,0
7091030,0,5,45,1,5,5,2
7091033,8,0,0,3,5,4,0
7091035,0,2,0,1,3,2,2
7091036,0,0,0,0,4,5,0
7091037,0,8,0,0,3,3,0
7091038,0,7,0,0,3,3,0
7091039,0,0,6,0,4,3,0
7091040,0,0,9,0,4,4,0
7091041,0,0,22,0,7,6,2
7091042,22,18,63,9,4,5,0
7091043,13,5,41,5,4,5,0
7091044,0,0,0,0,5,3,0
7091045,10,5,14,6,7,3,2
7091047,0,0,16,2,5,6,0
7091048,4,0,14,2,7,4,0
7091050,8,0,0,1,6,4,0
7091053,0,3,0,0,4,1,0
7091057,0,5,0,0,1,0,0
7101003,10,0,44,3,8,6,3
7101004,24,38,69,10,8,6,0
7101005,24,3,62,8,6,4,3
7101006,0,9,13,0,2,1,0
7101008,8,1,22,4,5,5,3
7101009,2,0,28,0,2,0,0
7101010,4,1,46,0,5,5,1
7101011,1,4,0,0,3,5,0
7101012,4,1,6,1,4,4,2
7101013,1,3,0,0,2,2,0
7101014,18,4,63,6,5,3,2
7101015,0,0,25,0,2,0,0
7101018,0,0,16,1,3,5,3
7101020,4,0,11,1,5,3,1
7101022,0,4,7,0,0,0,0
7101023,0,0,0,0,0,1,0
7101024,16,2,34,2,4,6,0
7101025,24,7,63,9,5,5,0
7101026,23,27,19,7,6,5,2
7101027,0,4,0,0,0,0,0
7101028,12,4,70,6,8,5,2
7101031,4,0,0,0,5,3,3
7101032,0,4,3,0,1,0,0
7101033,4,12,10,0,3,5,0
7101034,2,1,27,0,8,4,2
7101035,2,3,16,0,4,0,0
7101036,4,0,0,4,5,5,3
7101037,2,0,17,0,4,3,0
7101038,2,10,68,5,6,4,2
7101039,24,11,69,9,7,5,1
7101040,6,6,39,5,7,6,0
7101041,0,1,12,0,2,0,0
7101042,0,5,4,0,7,2,0
7101043,2,0,6,1,1,1,0
7101044,1,1,0,0,0,0,0
7101045,0,0,0,0,1,1,0
7101047,2,4,18,0,4,5,0
7101048,0,4,10,0,5,1,0
7101051,6,2,0,0,3,1,0
7101054,0,4,19,0,4,2,0
7101056,0,3,4,0,2,1,0
7101057,12,0,31,4,5,4,1
7101058,0,5,31,0,5,5,2
7101059,0,5,6,0,2,0,0
7101061,0,0,0,1,4,5,0
7101062,12,5,33,0,3,0,0
7101063,0,3,15,0,3,4,0
7101064,0,3,7,0,0,0,0
7111002,0,0,17,0,3,1,0
7111004,4,4,0,0,2,1,0
7111005,0,0,7,0,4,3,3
7111006,6,0,19,0,2,1,0
7111008,20,0,35,8,8,5,3
7111009,4,1,17,1,4,3,3
7111011,10,0,40,4,3,5,0
7111012,0,0,19,0,3,3,0
7111013,6,5,19,1,4,3,0
7111014,0,1,10,0,0,0,0
7111018,2,0,18,1,6,5,1
7111019,8,0,8,0,4,3,0
7111020,0,12,34,0,8,6,0
7111022,16,0,36,6,8,6,3
7111023,0,2,10,0,3,4,0
7111024,6,1,2,0,1,1,0
7111025,6,0,51,6,6,5,1
7111028,2,0,11,0,5,1,0
7111029,22,36,59,7,7,5,2
7111030,16,0,39,2,8,6,3
7111031,10,0,43,7,7,6,3
7111032,20,34,46,9,7,4,2
7111033,10,6,47,6,6,6,0
7111034,0,0,29,1,5,6,0
7111035,16,18,24,6,8,6,3
7111037,6,0,9,1,7,4,1
7111038,16,21,64,9,5,5,2
7111039,0,1,15,1,7,3,3
7111040,8,3,41,4,6,6,0
7111042,6,0,15,3,5,3,1
7111043,16,15,69,7,7,3,0
7111044,12,0,46,4,6,6,3
7111050,20,9,44,8,5,4,0
7111051,20,7,56,7,5,6,3
7111052,6,5,38,3,8,7,0
7111053,0,0,29,1,4,5,1
7121001,8,0,57,0,3,2,0
7121002,0,3,0,0,0,0,0
7121003,0,5,0,1,1,1,0
7121004,0,6,10,0,5,6,3
7121005,8,4,11,6,3,2,0
7121007,8,0,6,1,3,5,0
7121010,6,8,0,0,3,3,2
7121011,0,6,0,1,2,1,0
7121012,0,0,0,0,0,0,0
7121013,22,5,28,8,6,5,1
7121014,24,33,54,6,5,6,1
7121015,18,34,47,7,8,6,4
7121016,0,0,29,0,1,2,0
7121017,14,12,30,3,2,6,0
7121018,0,16,15,0,0,0,0
7121019,0,0,28,1,2,1,0
7121020,20,30,48,8,7,6,3
7121021,22,28,70,6,7,5,3
7121022,12,13,43,0,4,5,1
7121023,22,24,47,8,5,5,2
7121024,0,12,25,0,2,2,0
7121025,0,0,12,0,7,3,0
7121027,24,32,42,9,3,5,3
7121028,18,28,70,8,8,5,2
7121030,16,0,10,4,5,5,0
7121031,8,6,7,0,5,5,0
7121032,7,0,9,7,5,5,1
7121033,0,5,13,3,5,5,1
7121035,10,0,12,0,5,5,0
7121036,2,4,9,0,0,0,0
7121037,10,7,45,5,5,6,1
7121038,22,3,44,6,8,5,1
7121039,4,4,12,0,6,6,0
7121040,24,32,50,7,5,5,1
7121041,0,2,9,2,1,2,0
7121042,14,12,0,2,6,3,2
7121043,24,30,60,9,6,6,3
7121046,16,13,33,5,8,6,0
7121049,20,4,29,9,7,5,2
7121050,20,16,40,7,8,6,3
7121051,12,14,46,0,5,6,4
7121053,18,38,68,9,8,6,4
7121054,22,32,70,9,8,5,2
7151003,2,0,8,0,3,2,0
7151004,8,6,11,0,3,2,0
7151005,0,7,34,0,4,5,3
7151006,0,0,19,1,5,3,1
7151007,0,7,9,0,3,5,0
7151010,0,0,38,5,5,6,3
7151012,0,2,21,0,3,3,2
7151013,2,0,49,3,6,5,2
7151014,0,2,6,0,2,3,0
7151015,2,0,10,0,5,5,3
7151016,8,0,0,0,3,0,1
7151019,6,0,14,0,2,2,0
7151021,4,3,34,0,5,3,3
7151022,0,0,0,0,3,5,0
7151024,0,0,9,0,3,2,0
7151025,0,1,13,0,4,4,0
7151027,0,0,6,0,3,2,0
7151031,0,0,17,0,4,5,3
7151032,0,4,7,0,5,4,0
7151035,0,0,16,0,0,1,0
7151036,0,3,25,0,3,6,0
7151038,0,3,6,1,6,5,2
7151042,6,1,25,2,3,3,0
7151044,0,0,15,0,5,5,2
7151045,0,8,25,0,4,4,0
7151046,4,3,7,0,4,0,0
7151047,0,0,10,0,0,0,0
7151048,6,0,39,2,6,6,1
7151051,13,0,0,0,1,0,0
7151052,0,1,0,8,6,5,2
7151053,18,26,60,8,8,6,3
7151054,20,7,28,6,3,3,2
7151056,0,0,10,1,4,2,0
7151058,2,0,22,0,5,5,1
7151059,1,2,29,5,4,3,0
7151060,2,11,63,8,6,5,0
7151061,0,4,6,0,3,3,0
7151064,0,0,10,0,1,0,0
7151066,0,0,0,0,3,1,0
7151067,2,1,9,0,6,4,0
7151069,10,4,0,0,2,0,0
7151070,8,0,0,0,1,0,0
7151072,0,4,11,0,4,2,0
7151073,0,0,9,0,3,0,0
7151076,6,0,13,2,5,4,1
7151078,2,1,23,0,4,6,2
7151079,0,0,27,0,4,3,0
7151082,15,5,41,7,5,6,2
7151554,0,0,23,0,3,1,0
7151556,2,0,18,0,3,4,2
7151559,0,0,7,0,2,0,0
7151560,0,0,17,0,0,0,0
7161001,8,0,12,1,5,1,3
7161002,24,1,50,9,5,5,3
7161006,24,7,54,9,7,3,3
7161009,0,4,3,0,1,1,0
7161011,24,13,33,9,4,4,0
7161013,22,12,51,10,5,3,3
7161017,0,0,20,0,3,4,2
7161022,24,34,61,8,6,6,4
7161023,7,0,49,3,5,5,2
7161024,6,0,25,3,8,6,3
7161025,10,0,20,5,8,4,2
7161026,22,22,55,9,7,6,4
7161027,22,6,59,9,6,5,3
7161028,24,26,31,7,4,3,1
7161030,0,12,26,1,5,1,0
7161035,22,22,54,7,5,5,3
7161036,8,0,0,2,3,3,0
7161038,6,7,0,0,3,1,0
7161043,4,0,32,3,4,5,0
7161044,2,0,12,0,5,3,0
7161049,14,5,41,8,5,2,0
7161050,14,4,37,6,8,3,3
7161057,7,1,54,4,3,1,0
7161058,4,4,21,1,3,1,0
7161059,24,29,33,10,3,4,2
7161061,0,0,0,0,3,0,0
7161063,0,0,24,2,7,4,2
7161064,2,0,29,1,3,3,0
7161067,4,0,25,1,0,1,0
7161068,18,30,66,5,5,6,1
7161071,0,0,0,1,5,5,0
7161072,0,0,0,0,0,0,0
7161074,10,0,51,5,8,5,3
7161075,22,0,56,3,7,5,3
7161079,0,4,0,0,3,0,0
7161080,0,2,14,1,1,1,0
7161083,0,0,38,2,3,2,0
7161086,4,8,22,2,2,3,2
7161087,22,21,40,8,2,1,2
7161088,8,0,35,2,3,3,2
7161089,0,0,0,0,2,1,0
7161090,6,0,21,1,4,3,0
7161092,4,7,27,7,7,2,3
7161093,16,0,22,2,5,4,3
7161094,4,0,23,1,3,1,0
7161097,6,1,0,1,4,3,0
7161100,8,0,0,0,4,2,0
7161102,0,0,5,1,1,3,0
7161103,6,3,36,1,7,4,3
7161104,14,0,48,2,3,1,0
7161109,0,4,22,0,8,5,2
7161110,12,0,35,4,4,6,1
7171002,9,0,26,7,4,4,1
7171003,8,0,15,2,4,5,0
7171004,0,3,22,2,5,5,0
7171005,8,6,0,0,2,2,0
7171006,14,0,31,0,5,7,0
7171007,22,4,55,8,6,6,3
7171010,13,4,0,1,3,3,0
7171015,0,8,8,1,2,2,0
7171016,6,0,27,1,5,6,0
7171017,0,3,7,1,4,5,0
7171018,0,0,21,2,5,5,0
7171019,2,9,40,3,3,3,0
7171020,0,0,0,1,3,2,0
7171021,0,3,34,1,3,3,0
7171022,0,6,18,1,4,1,0
7171023,22,18,58,6,6,5,1
7171026,4,4,7,1,5,5,0
7171027,24,22,24,10,5,5,0
7171030,8,9,46,5,5,5,3
7171032,0,3,51,7,4,4,0
7171037,16,0,37,8,7,7,0
7171038,22,3,49,9,7,4,3
7171040,10,11,23,1,4,1,0
7171042,0,0,14,0,4,4,0
7171044,24,5,51,6,3,4,0
7171045,0,3,51,4,6,5,3
7171046,0,0,23,4,3,2,0
7171048,12,5,18,4,6,5,1
7171049,0,1,0,0,3,1,0
7171050,6,3,57,6,7,6,3
7171053,0,0,0,1,5,2,0
7171054,24,5,66,10,6,5,3
7171055,12,28,59,8,8,4,1
7171056,0,0,0,1,4,2,0
7171058,22,28,70,9,3,5,2
7171059,6,6,15,2,3,4,2
7171061,24,11,56,8,6,6,0
7171063,0,1,13,1,4,4,0
7171065,20,16,70,8,6,6,2
7171066,4,0,26,3,5,4,2
7171067,2,13,55,8,8,6,1
7171069,0,0,43,2,7,2,2
7171073,24,8,53,6,8,5,2
7171074,2,12,60,9,5,5,0
7171076,20,4,31,5,7,6,3
7171077,4,1,0,1,2,3,1
7171079,12,16,0,1,3,0,0
7171080,2,0,32,1,4,1,1
7171082,6,5,0,1,3,0,0
7171084,24,17,61,10,4,4,2
7171087,0,6,0,2,5,4,1
7171088,24,13,70,9,7,6,3
7171089,22,32,63,9,5,1,0
7171090,22,16,62,8,8,3,3
7171091,24,9,70,10,5,6,2
7171092,22,7,69,10,6,6,2
7171094,24,28,0,10,5,5,2
7191003,0,8,0,2,5,5,2
7191007,0,8,11,1,5,5,2
7191008,0,0,20,0,1,2,0
7191009,20,28,58,7,8,6,3
7191010,0,12,9,0,2,2,0
7191012,4,6,4,0,0,2,0
7191013,4,5,22,5,2,2,0
7191014,4,6,14,1,3,6,2
7191015,24,21,43,9,8,6,3
7191016,0,0,5,0,5,5,3
7191017,0,0,8,1,3,4,0
7191018,0,0,0,0,4,4,0
7191020,16,7,55,7,3,6,2
7191022,0,8,18,1,5,5,3
7191023,0,11,0,0,0,0,0
7191024,6,0,11,0,6,6,0
7191027,0,1,54,2,2,3,0
7191028,0,0,0,0,5,4,0
7191030,2,2,28,0,5,3,0
7191031,0,7,5,0,3,1,0
7191033,0,0,18,0,6,6,1
7191034,0,0,26,0,5,3,3
7191035,0,4,0,1,6,5,1
7191037,0,8,0,0,0,1,0
7191039,0,8,0,0,5,5,1
7191041,2,8,0,1,4,4,0
7191042,0,0,13,1,5,6,3
7201001,8,7,34,4,5,4,0
7201002,16,0,37,8,3,5,0
7201009,6,4,33,6,3,5,1
7201010,4,8,6,0,4,4,0
7201011,18,9,55,7,3,5,0
7201012,4,10,28,0,2,3,0
7201015,8,1,22,4,4,3,3
7201016,0,3,43,2,7,4,1
7201018,0,0,0,0,5,4,0
7201021,4,16,0,0,3,4,0
7201022,24,32,69,10,7,5,1
7201026,0,0,22,1,5,5,0
7201027,4,10,31,5,5,4,1
7201029,0,0,28,0,4,3,0
7201030,22,32,70,8,7,6,1
7201031,18,11,69,6,4,5,0
7201033,16,26,67,7,4,3,1
7201036,0,3,34,1,5,4,0
7201037,0,0,47,3,5,5,0
7201038,12,2,59,3,5,6,0
7201039,0,3,4,0,3,3,0
7201041,10,0,50,2,7,4,1
7201042,22,0,49,4,5,6,0
7201043,24,38,56,8,7,3,3
7201044,4,2,40,7,4,7,2
7201046,8,14,67,7,5,6,0
7201049,6,1,0,0,3,2,0
7201050,6,8,29,0,4,4,0
7201051,24,24,70,9,7,6,3
7201052,20,30,70,9,6,5,2
7201054,21,3,68,7,3,3,2
7201055,24,13,68,8,7,6,0
7201056,0,6,62,4,4,6,1
7201057,2,38,69,7,8,5,1
7201058,22,26,70,7,5,5,0
7201059,0,9,0,0,0,1,0
7201061,22,30,52,5,4,5,2
7201062,0,8,18,0,3,3,0
7201066,0,0,23,0,2,3,0
7201579,0,10,0,2,3,5,0
7201580,16,6,48,7,3,4,1
7201582,22,32,66,9,7,6,3
7221002,1,0,9,0,3,3,2
7221003,0,0,65,0,5,5,3
7221004,0,6,0,0,4,1,1
7221006,22,0,53,6,5,6,3
7221008,0,12,0,0,3,0,0
7221009,5,4,6,0,3,3,0
7221010,0,0,15,0,4,2,0
7221011,0,4,19,2,3,5,1
7221012,0,1,0,0,0,0,0
7221013,0,8,28,1,5,3,0
7221014,0,8,20,0,6,5,0
7221015,20,8,58,9,8,6,2
7221017,12,0,21,0,5,4,0
7221019,0,2,0,0,3,1,2
7221020,0,0,29,0,4,5,3
7221021,18,9,56,8,7,6,3
7221022,0,7,6,0,1,1,0
7221023,0,0,70,0,4,4,3
7221026,4,0,0,0,0,1,1
7221028,24,15,39,9,2,1,2
7221030,0,4,8,0,2,0,0
7221036,0,0,10,0,4,4,0
7221038,10,5,15,1,3,1,1
7221040,16,7,44,3,8,5,3
7221041,0,3,35,0,5,4,1
7221042,8,6,15,1,5,6,3
7221043,0,0,7,0,1,0,0
7221045,20,2,37,8,5,6,3
7221046,0,8,12,0,4,7,3
7221049,0,0,0,0,0,0,0
7221051,0,0,10,1,5,3,3
7221054,0,6,35,0,3,5,1
7221055,4,7,9,0,1,2,0
7221056,0,4,0,0,3,0,0
7221059,0,8,0,0,3,1,0
7221587,2,0,3,0,3,3,0
7221591,14,0,8,4,5,6,3
7221592,8,4,7,0,3,3,0
7221595,8,0,2,0,2,1,0
7231001,2,0,15,0,0,5,3
7231002,0,0,0,0,0,0,0
7231005,6,6,0,0,3,1,0
7231007,2,0,12,0,0,0,0
7231009,4,2,0,0,1,0,0
7231014,0,3,0,0,1,0,0
7231015,0,0,0,0,0,0,0
7231017,0,11,32,0,3,0,0
7231020,6,1,63,0,4,4,1
7231023,0,7,14,0,4,3,0
7231027,4,4,0,0,4,5,0
7231028,0,5,17,0,3,1,0
7231030,0,7,0,0,7,6,3
7231031,12,0,0,0,2,0,0
7231036,2,8,17,3,7,6,2
7231037,2,0,19,0,4,3,0
7231039,4,0,24,2,4,4,2
7231040,4,1,0,0,8,6,3
7231042,0,2,34,0,6,3,3
7231043,1,4,0,0,0,0,0
7231046,6,10,40,0,3,3,0
7231049,0,6,0,0,6,5,2
7231050,4,8,0,0,3,0,0
7231052,2,4,0,0,2,3,0
7231056,8,0,18,0,7,5,3
7231059,24,9,41,9,7,5,2
7231064,0,0,0,0,0,0,0
7231065,0,12,17,4,5,3,1
7231070,0,0,23,0,1,0,0
7231073,1,1,7,0,7,5,3
7231076,0,1,10,1,5,1,0
7231077,5,0,15,2,5,5,0
7231078,2,0,44,2,4,6,0
7231079,2,0,13,0,4,2,1
7231081,20,11,63,8,6,3,1
7231082,0,1,46,0,3,0,0
7231083,0,2,25,0,3,1,0
7231084,13,1,6,0,3,3,0
7231086,20,7,55,7,7,6,2
7231087,0,3,10,0,5,1,0
7231092,6,0,23,0,5,1,0
7231094,24,12,49,9,8,6,3
7231097,16,8,41,8,4,4,0
7231098,0,1,33,3,5,3,2
7231100,0,0,35,0,4,2,0
7231103,0,0,34,1,5,6,0
7231106,8,0,42,7,0,0,0
7231108,10,4,0,0,7,6,3
7231109,12,0,24,0,5,1,0
7231112,20,21,63,8,8,5,0
7251002,2,5,11,0,0,2,0
7251003,8,3,18,0,1,3,0
7251004,22,22,41,9,7,4,2
7251006,24,9,44,8,3,4,3
7251007,5,3,16,0,0,0,0
7251009,24,13,18,9,8,5,2
7251010,0,8,0,0,0,0,0
7251012,2,4,14,0,1,0,0
7251013,2,3,49,10,3,3,0
7251015,6,5,18,0,2,0,0
7251016,0,0,30,1,5,4,0
7251017,4,8,21,6,6,5,3
7251019,2,0,43,6,4,4,0
7251020,4,0,0,0,2,1,0
7251022,8,0,32,7,2,4,1
7251023,6,5,50,7,6,4,2
7251024,18,16,66,8,5,6,2
7251025,22,9,39,8,3,4,0
7251026,0,7,12,1,4,5,2
7251027,20,9,26,8,7,5,3
7251028,4,11,46,8,3,2,0
7251029,0,20,41,9,6,6,3
7251030,20,9,38,9,6,6,0
7251032,18,14,40,10,5,4,3
7251034,4,0,34,1,4,6,0
7251035,24,9,34,7,3,6,0
7251036,22,27,56,9,5,5,3
7251037,0,12,23,1,5,4,2
7251038,1,4,0,1,4,5,0
7251039,0,0,9,0,3,5,2
7251040,22,9,67,5,7,3,2
7251041,20,28,37,8,4,4,3
7251043,18,17,66,8,5,6,3
7251044,16,0,50,9,6,4,2
7251045,24,10,30,4,4,5,0
7251046,16,11,36,4,8,4,3
7251049,22,0,49,8,4,5,2
7251051,12,5,28,5,4,4,2
7251052,22,9,59,5,5,6,3
7251053,24,12,57,9,4,5,2
7251054,24,34,68,9,5,6,3
7251057,6,2,20,1,3,3,0
7321001,0,3,39,0,1,3,0
7321002,1,0,17,0,1,0,0
7321003,9,0,12,0,3,1,0
7321004,6,0,0,0,2,1,0
7321005,0,0,4,4,4,2,2
7321006,10,1,11,1,6,3,0
7321007,3,1,15,0,3,4,0
7321008,0,0,8,0,0,1,0
7321009,6,1,3,0,1,0,0
7321010,6,0,7,3,5,5,3
7321011,0,2,17,0,4,5,2
7321016,10,0,39,5,6,4,0
7321019,2,0,17,2,7,5,2
7321020,6,0,40,0,3,2,0
7321021,0,0,9,0,3,1,0
7321022,0,0,0,0,0,0,0
7321024,0,0,5,1,1,3,1
7321025,3,0,0,0,1,0,0
7321026,0,0,10,0,0,0,0
7321028,8,0,1,1,3,0,0
7321029,5,2,9,0,4,4,0
7321032,0,3,16,0,0,0,0
7321033,8,3,16,0,2,3,0
7321034,10,0,0,0,3,4,0
7321035,0,0,7,1,1,3,1
7321036,1,2,0,0,4,3,0
7321038,1,0,16,0,3,3,0
7321040,0,0,12,1,2,1,1
7321041,10,0,45,6,3,5,3
7321042,0,0,12,0,0,0,0
7321043,0,10,0,0,3,2,0
7321044,24,9,70,7,5,5,2
7321045,0,0,9,0,3,2,0
7321047,2,0,13,1,5,5,0
7321048,16,0,29,6,4,3,2
7321049,4,7,0,0,2,1,0
7321051,8,0,39,1,3,1,0
7321054,0,8,0,1,2,1,0
7321056,0,2,17,0,2,1,0
7321057,8,3,35,0,2,1,0
7321059,0,8,10,0,3,0,0
7321060,20,6,23,4,5,3,0
7321062,3,3,35,1,3,3,0
7341001,2,2,0,0,7,3,3
7341003,1,0,0,1,2,0,0
7341004,0,0,15,1,2,1,0
7341006,18,1,46,7,6,1,2
7341008,0,3,39,2,2,1,0
7341009,0,0,22,2,2,1,0
7341012,0,0,8,0,1,0,0
7341013,0,1,25,0,2,0,0
7341016,2,4,15,0,3,5,0
7341019,2,4,23,4,2,3,0
7341020,0,0,21,8,7,6,0
7341021,0,4,0,1,3,3,0
7341022,6,0,17,0,4,3,0
7341024,0,0,22,1,3,3,0
7341026,3,0,27,6,4,2,0
7341027,0,6,27,0,4,3,0
7341029,6,0,0,2,4,3,0
7341031,2,0,37,2,3,1,0
7341033,0,6,43,4,3,2,3
7341034,24,23,67,7,3,1,0
7341035,0,0,9,0,8,6,3
7341036,0,3,0,4,2,3,0
7341037,20,0,0,0,6,4,3
7341038,0,0,10,2,4,5,1
7341041,24,24,54,9,9,5,0
7341042,0,8,8,0,5,4,2
7341043,2,0,21,1,8,5,0
7341046,0,0,41,1,4,4,2
7341047,0,1,32,1,2,1,0
7341048,22,20,63,9,6,6,2
7341049,18,9,55,7,5,6,0
7341050,0,4,16,1,3,3,0
7341051,2,0,34,5,3,3,0
7341052,0,0,63,2,8,6,0
7341053,24,22,28,9,3,5,0
7341054,22,34,70,8,6,3,2
7341057,6,0,38,3,4,6,3
7341058,22,26,54,10,7,5,3
7341059,24,28,63,8,8,5,3
7341061,18,14,40,5,8,5,1
7341062,8,0,1,0,5,5,3
7341064,18,1,66,8,7,6,3
7341066,22,12,59,9,9,6,3
7341067,24,19,65,9,8,3,4
7341068,22,24,44,8,6,6,3
7351001,0,0,5,0,0,0,0
7351003,0,2,1,0,0,0,0
7351004,12,0,1,0,2,1,0
7351006,0,6,0,0,3,1,0
7351009,0,6,2,0,0,0,0
7351010,0,8,2,0,0,0,0
7351012,0,0,2,0,0,0,0
7351013,0,4,0,0,0,0,0
7351014,0,0,0,0,3,5,0
7351017,0,4,0,0,0,0,0
7351021,0,1,2,0,0,0,0
